gameId,gameNumber,seasonId,year,type,dayNight,length,length_mins,homeTeamId,homeTeamName,awayTeamId,awayTeamName,startTime,attendance,status,added
2d14f380-0e66-4fa2-8e44-c7ad5ddaed20,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:19,199,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,Yankees,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-06-29T23:05:00Z,38875,closed,2016-10-06T06:25:15Z
c7ba590b-8433-46d5-8307-ffc7c28079a9,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:37,157,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,Yankees,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-06-28T23:05:00Z,32373,closed,2016-10-06T06:25:15Z
93dd4e5a-7fa4-466c-bdf8-ebdcd3476454,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:04,184,aa34e0ed-f342-4ec6-b774-c79b47b60e2d,Twins,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-07-02T00:10:00Z,25530,closed,2016-10-06T06:25:15Z
313d6f81-cc9c-4f2c-bc09-638556c8e024,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:56,176,bdc11650-6f74-49c4-875e-778aeb7632d9,Rays,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-08-20T22:10:00Z,16505,closed,2016-10-06T06:25:15Z
c31402e3-dfc1-4795-badb-c88434d3ff61,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:57,177,bdc11650-6f74-49c4-875e-778aeb7632d9,Rays,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-08-19T23:10:00Z,15109,closed,2016-10-06T06:25:15Z
000f209b-7132-4020-a2b6-dec9196a1802,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:44,164,c874a065-c115-4e7d-b0f0-235584fb0e6f,Reds,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-08-24T23:10:00Z,16100,closed,2016-10-06T06:25:15Z
edc15569-d82c-4105-9ed0-9455404b49c0,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:39,159,c874a065-c115-4e7d-b0f0-235584fb0e6f,Reds,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-08-23T23:10:00Z,16668,closed,2016-10-06T06:25:15Z
b54e06c3-c30f-46a2-86f8-6d3bff1338bc,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:07,187,eb21dadd-8f10-4095-8bf3-dfb3b779f107,Astros,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-08-06T23:10:00Z,42272,closed,2016-10-06T06:25:15Z
aa1fd44e-1a67-4ad3-8adc-3e713c37d966,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:48,228,eb21dadd-8f10-4095-8bf3-dfb3b779f107,Astros,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-09-13T00:10:00Z,22147,closed,2016-10-06T06:25:15Z
63a0103d-0c8e-4f26-9091-7413be7ab8ce,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:23,143,eb21dadd-8f10-4095-8bf3-dfb3b779f107,Astros,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-09-14T00:10:00Z,22133,closed,2016-10-06T06:25:15Z
a1c16aca-d912-43e8-8646-c3f0f190e63e,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:33,153,eb21dadd-8f10-4095-8bf3-dfb3b779f107,Astros,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-05-21T00:10:00Z,28724,closed,2016-10-06T06:25:15Z
52483777-6640-4202-a17c-388d06768936,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:14,134,eb21dadd-8f10-4095-8bf3-dfb3b779f107,Astros,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-08-06T00:10:00Z,32820,closed,2016-10-06T06:25:15Z
8a5be0a3-9f34-44f3-868f-20b898d9513b,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:41,161,eb21dadd-8f10-4095-8bf3-dfb3b779f107,Astros,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-05-21T23:15:00Z,35040,closed,2016-10-06T06:25:15Z
c2fe66ef-1e93-4d93-ba14-a898f1e215e1,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:08,188,eb21dadd-8f10-4095-8bf3-dfb3b779f107,Astros,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-09-15T00:10:00Z,25041,closed,2016-10-06T06:25:15Z
305ef517-8469-4ffe-822f-666859f8d760,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:55,175,12079497-e414-450a-8bf2-29f91de646bf,Braves,93941372-eb4c-4c40-aced-fe3267174393,Red Sox,2016-04-25T23:10:00Z,22735,closed,2016-10-06T06:25:15Z
